AÑO,FECHA_SESION,DICTAMEN,DEPENDENCIA,OBSERVACIONES,DICTAMEN,VOTO-DIPUTADA,FALLO
2024,,,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,"SE GENERARON 5 OBSERVACIONES (29, 61, 67, 71 Y 76) NO RECURRENTES","LA UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASÃ COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES, CORRESPONDIENTES A LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DELI DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES, EXCEPTO CON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORIA- DEL PRESENTE INFORME.",,A FAVOR CON 84 PUNTOS
2024,,,INSTITUTO MUNICIPAL DEL DEPORTE DE ROSARITO,"SE GENERARON 1 RECOMENDACION (5), NO RECURRENTE Y UN PEFCF NO RECURRENTE","EL INSTITUTO MUNICIPAL DEL DEPORTE DE PLAYAS DE ROSARITO, BAJA CALIFORNIA PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASÃ COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES, CORRESPONDIENTES A LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES, EXCEPTO CON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,A FAVOR CON 90 PUNTOS
2024,,,COMISIÓN ESTATAL DEL SISTEMA PENITENCIARIO DE BAJA CALIFORNIA				,"SE GENERARON 1 OBSERVACION (71), SI RECURRENTE  Y 2 PRAS (25 Y 64) SI RECURRENTES","QUE EL BIENESTAR SOCIAL MUNICIPAL PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASÃ COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES, CORRESPONDIENTES A LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES, EXCEPTO CON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,A FAVOR CON 91 PUNTOS
2024,,,PATRONATO DEL PARQUE VICENTE GUERRERO DE MEXICALI				                           ,"SE GENERARON 2 OBSERVACIONES (7 Y 24), NO RECURRENTES, 1 PRAS (3) Y 2 PEFCF (15 Y 16)","EL PATRONATO DEL PARQUE VICENTE GUERRERO DE LA CIUDAD DE MEXICALI, BAJA CALIFORNIA PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASÃ COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES, CORRESPONDIENTES A LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES, EXCEPTO CON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,A FAVOR CON 86 PUNTOS
2024,,,PROTURISMO ENSENADA,"SE GENERARON 10 RECOMENDACIONES (2, 3, 9, 10, 16, 21, 25, 28,32 Y 33)  DE LAS CUALES  6 SON RECURRENTES (2, 3. 9, 21 Y 33). DE GENERARON 2 PRAS (11 Y 15), 1 RECURRENTE (11) Y SE GENERO UN PEFCF (12)                                                                                                                                                                                                                                                                    LA ENTIDAD MUESTRA UNA INVIABILIDAD OPERATIVA Y FINANCIERA BAJO SU ESTRUCTURA ACTUAL. SI BIEN PRESENTA CUMPLIMIENTO FORMAL EN LA ENTREGA DE DOCUMENTACIÓN Y PERSPECTIVA DE GÉNERO, LAS DEFICIENCIAS FINANCIERAS Y LEGALES SON SISTEMÃTICAS Y RECURRENTES (EL INFORME SEÑALA EXPLÃCITAMENTE QUE MÃLTIPLES RESULTADOS SON ""RECURRENTE: SI""). LA APROBACIÓN DE ESTA CUENTA PÃBLICA BAJO ESTAS CONDICIONES ES TÉCNICA Y LEGALMENTE IMPROCEDENTE.","PROTURISMO DE ENSENADA PRESENTA ERRORES Y OMISIONES SIGNIFICATIVOS Y GENERALIZADOS EN LA ELABORACIÓN DE LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, DE LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, AL NO HABER ATENDIDO EL MARCO NORMATIVO EN MATERIA DE EMISIÓN DE INFORMACIÓN FINANCIERA Y OTRAS REGULACIONES APLICABLES; LOS PLANES Y PROGRAMAS INSTITUCIONALES NO SE AJUSTARON A LOS PRINCIPIOS DE ECONOMÃA, EFICIENCIA, EFICACIA, ASÃ MISMO, OMITIÓ EL CUMPLIMIENTO DE LAS OBLIGACIONES LEGALES EN MATERIA FISCAL, LABORAL Y ADMINISTRATIVA, CORRESPONDIENTES AL MANEJO DE LOS RECURSOS PÃBLICOS, COMO SE SEÃALA EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,EN CONTRA CON 66 PUNTOS
2024,,,UNIDAD DE ESPECIALIDADES MEDICAS DE BAJA CALIFORNIA,"** SE GENERARON 5 OBSERVACIONES (24, 29, 34, 38 Y 39) RECURRENTES SI (TODAS)
** SE GENERO UN PEFCF, (11-2), SI RECURRENTE
","LA COMISIÓN ESTATAL DE LOS DERECHOS HUMANOS DE BAJA CALIFORNIA PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASI COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES, CORRESPONDIENTES A LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVA APLICABLES, EXCEPTO CON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,A FAVOR CON 73 PUNTOS
2024,18/08/2026,,UNIVERSIDAD TECNOLOGICA DE TIJUANA,"**SE GENERARON 2 RECOMENDACIONES (4 Y 5) NO RECURRENTES
**SE GENERARON 2 PRAS (14 Y 43) RECURRENTES SI
** SE GENERO 1 PEFCF (11) RECURRENTE SI
1. OMITIR RETENCIÓN DE ISR EN GRATIFICACIÓN DE FIN DE AÑO (RESULTADO 11 - RECURRENTE)
â¢   OMITIERON LA RETENCIÓN DEL IMPUESTO SOBRE LA RENTA (ISR) POR SALARIOS EN LA NÓMINA DE GRATIFICACIÓN DE FIN DE AÑO DEL PERSONAL DE CONFIANZA, SOBRE UNA MUESTRA AUDITADA DE $6,011,800. 
2. APLICACIÓN INDEBIDA DE EXENCIONES DE ISR EN FINIQUITOS (RESULTADO 14 - RECURRENTE)
â¢   EN LA ENTREGA DE FINIQUITOS A 11 PERSONAS POR UN MONTO TOTAL DE $580,574, NO RETUVIERON CORRECTAMENTE EL ISR AL APLICAR EXENCIONES SUPERIORES A LAS PERMITIDAS EN SU BASE GRAVABLE.
","LA UNIVERSIDAD TECNOLÓGICA DE TIJUANA PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASI COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES CORRESPONDIENTES A LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES, EXCEPTO CON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,A FAVOR CON 87 PUNTOS
2024,,,INSTITUTO MUNICIPAL DEL DEPORTE Y RECREACIÓN DE ENSENADA,"**SE GENERARON 3 RECOMENDACIONES (13, 14 Y 20) NO RECURRENTES
**SE GENERARON 1 PRAS (35) RECURRENTES NO
** SE GENERO 1 PEFCF (15) RECURRENTE SI
1.- OmisiÓn de entero de retenciones fiscales de ISR del ejercicio corriente (PRAS)
â¢     Acumulamiento de retenciones de ISR por Sueldos ($891,560), Honorarios Asimilables ($120,793), Servicios Profesionales ($1,970) y RESICO ($6,754) efectuadas en 2024 y no enteradas al SAT durante dicho ejercicio ni en el posterior 2025.
2.- Pasivo histÓrico por retenciones y contribuciones sin depuraciÓn o pago (RecomendaciÓn)
â¢    Presencia en balance contable de saldos con antigÃ¼edad mayor a un aÃ±o en la cuenta de Retenciones y Contribuciones por Pagar por un total de $4,734,603 (Impuesto Estatal sobre NÓminas 2018-2023 por $2,048,853; IMSS e Infonavit por $522,433; Impuestos y Derechos por $196,615; y ISR retenido histÓrico por $1,966,702) sin anÃ¡lisis de depuraciÓn o liquidaciÓn
3.- OmisiÓn del Impuesto Sobre Remuneraciones al Trabajo Personal (PEFCF)
â¢    Falta de pago del impuesto sobre nÓmina del 4.25% correspondiente a los meses de noviembre y diciembre de 2024. ObservaciÓn reincidente. 
","EL COMITÉ DE PLANEACIÓN PARA EL DESARROLLO DEL ESTADO DE BAJA CALIFORNIA PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASÃ COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES CORRESPONDIENTES A LA CUENTA PÃBLICA DEL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES.",,A FAVOR CON 85 PUNTOS
2024,,,FIDEICOMISO PARA EL DESARROLLO URBANO DE MEXICALI,"**SE GENERO 1 RECOMENDACION (38) NO RECURRENTE
** SE GENERO 1 PEFCF (20) RECURRENTE SI
1.- OmisiÓn en la RetenciÓn y Entero de Impuesto Sobre la Renta (ISR) en Gratificaciones de Fin de AÃ±o
â¢   En el Resultado NÚm. 20 (Procedimiento E-24-18-DAMX-F-25.2), se fiscalizÓ el registro de $1,362,614 en la cuenta contable 5113-1-13203 (gratificaciÓn de fin de aÃ±o). La entidad retuvo y enterÓ ISR de menos respecto a los pagos realizados por este concepto. AcciÓn promovida: PromociÓn del Ejercicio de la Facultad de ComprobaciÓn Fiscal (PEFCF).
","EL FIDEICOMISO PARA EL DESARROLLO URBANO DE MEXICALI PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASÃ COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES, CORRESPONDIENTES A LA CUENTA PÃBLICA POR L EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES, EXCEPTO CON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,A FAVOR CON 87 PUNTOS
2024,,,INSTITUTO PARA EL DESARROLLO INMOBILIARIO Y DE VIVIENDA PARA EL ESTADO DE B.C.,"**SE GENERARON 5 RECOMENDACIONES (8, 29 Y 30) 2 RECURRENTES (8 Y 29)
** SE GENERARON 4 PRAS (31, 32, 34 Y 37) 3 RECURRENTES (31, 34 Y 37)
** SE GENERARON 2 PEFCF (13 Y 40) RECURRENTES SI
1. Inconsistencia e Incompletitud en el Registro del PadrÓn de Inventarios (Reserva Territorial)
â¢   El PadrÓn ""Reserva al 31 de diciembre de 2024"" muestra un valor de $3,421,423,166. Al cotejarlo contra los saldos contables reportados en la cuenta de Inventario por $1,391,538,273, existe un faltante no integrado de $2,029,884,893 en los registros contables.
2. OmisiÓn en la RetenciÓn y Entero del ISR sobre Remuneraciones y Finiquitos
â¢   Por pagos de salarios, prestaciones y honorarios asimilables a salarios por $164,466,078 ($163,362,568 de remuneraciones generales + $1,103,510 de asimilados) y $4,513,303 por finiquitos, no se calculÓ ni retuvo el Impuesto Sobre la Renta (ISR), ni se emitieron los CFDI correspondientes. 
3. Falta de Entero de Contribuciones Estatales Retenidas
â¢   La entidad retuvo a los usuarios $44,207,460 por concepto del Impuesto Adicional para la EducaciÓn Media y Superior acumulados de junio de 2010 a diciembre de 2024 y omitiÓ entregarlos a la Hacienda Estatal.
4. Cartera Vencida de Dudosa RecuperaciÓn y Falta de DepuraciÓn
â¢   Presenta cuentas por cobrar por $612,831,714 por venta y regularizaciÓn de terrenos. De este saldo, $377,808,226 corresponden a cartera vencida con antigÃ¼edad de 1 a mÃ¡s de 36 meses. Adicionalmente, mantiene una cuenta de $20,078,455.39 con sentencia jurÃ­dica inejecutable por falta de bienes embargables.
5. OmisiÓn Contable de Terrenos y Predios Recibidos en DonaciÓn
â¢   En 2 Convenios de RegularizaciÓn con desarrolladores de vivienda, recibiÓ 203 lotes (50,419 mÂ²), pero no registrÓ en contabilidad 25,577.88 mÂ². Asimismo, en otros 3 convenios no presentÓ evidencia del registro contable de terrenos entregados en donaciÓn o su valor en capital/especie. 
","EL INSTITUTO PARA EL DESARROLLO INMOBILIARIO Y DE LA VIVIENDA PARA EL ESTADO DE BAJA CALIFORNIA (INDIVI) PRESENTA UNA GESTIÓN FINANCIERA CON DEFICIENCIAS CONTABLES, FISCALES Y PATRIMONIALES GENERALIZADAS. SI BIEN LA FISCALIZACIÓN NO SEÃALA EXPRESAMENTE UN DAÃO PATRIMONIAL RESARCITORIO DIRECTO EN ESTA ETAPA, LA ACUMULACIÓN DE UN DESAHORRO PRESUPUESTAL DE $32 MDP, EL DESCONTROL SOBRE UN INVENTARIO DE RESERVA TERRITORIAL POR $2,029.8 MDP Y LA OMISIÓN REITERADA DE OBLIGACIONES FISCALES DE RETENCIÓN DE ISR Y ENTERO DE IMPUESTOS ADICIONALES ESTATALES SUSTENTAN EL DICTAMEN DE ERRORES Y OMISIONES SIGNIFICATIVOS Y GENERALIZADOS EMITIDO POR EL ÓRGANO AUDITOR.",,A FAVOR CON 70 PUNTOS
2024,,,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE B.C.,NO SE GENERARON OBSERVACIONES,"EL DESARROLLO INTEGRAL DE LA FAMILIA DE BAJA CALIFORNIA PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASÃ COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES CORRESPONDIENTES A LA CUENTA PÃBLICA DEL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES.",,A FAVOR CON 100 PUNTOS
2024,,,ORGANISMO MUNICIPAL PARA LA OPERACION DEL SISTEMA DE TRANSPORTE MASIVO URBANO DE PASAJEROS DE TIJUANA,"**SE GENERARON 3 RECOMENDACIONES (2, 23 Y 25) 1 RECURRENTE (23)
** SE GENERO 1 PEFCF (7) RECURRENTE SI
1.- Opacidad e Imposibilidad de VerificaciÓn de Ingresos por RecaudaciÓn (Resultado 2)
â¢     El SITT celebrÓ en 2017 el ""Fideicomiso SITT Tijuana"", donde se estipula que debe recibir el 6% de los ingresos pecuniarios derivados de la tarifa cobrada por la explotaciÓn del transporte pÚblico. Sin embargo, la entidad registramos $16,240,215 en la cuenta ""RecaudaciÓn 6%"" pero no cuenta con la evidencia ni el soporte documental que permita verificar el total recaudado por el sistema, impidiendo comprobar si el monto recibido corresponde fehacientemente al 6% pactado.
2. OmisiÓn de RetenciÓn y Entero del Impuesto Sobre la Renta en NÓmina (Resultado 7)
â¢    En la revisiÓn a la nÓmina del personal de confianza, se detectÓ que la entidad omitiÓ incluir en la base gravable del ISR los conceptos de ""Compensaciones"" ($2,045,941.67) y ""PrevisiÓn Social MÚltiple"" ($2,249,554.28), sumando $4,295,495.95 no gravados correctamente. 
","EL SISTEMA DE TRANSPORTE MASIVO URBANO DE PASAJEROS DE TIJUANA, BAJA CALIFORNIA, PRESENTA UNA SEGURIDAD RAZONABLE EN LA ELABORACIÓN DE LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, DE LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CORRESPONDIENTES AL MANEJO DE LOS RECURSOS PÃBLICOS, COMO SE SEÃALA EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,A FAVOR CON 87 PUNTOS
2024,,,FIDEICOMISO FONDO DE GARANTÃAS COMPLEMENTARIAS Y CRÉDITOS PUENTE				,NO SE GENERARON OBSERVACIONES,"EL FIDEICOMISO FONDO DE GARANTÃAS COMPLEMENTARIAS Y CRÉDITOS PUENTE (FOGABAC) PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASÃ COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES CORRESPONDIENTES A LA CUENTA PÃBLICA DEL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES.",,A FAVOR CON 100 PUNTOS
2024,,,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE MEXICALI,"**SE GENERO 1 RECOMENDACION (8) NO RECURRENTE
** SE GENERARON 3 PEFCF (17, 18 Y20) RECURRENTES SI
1. Desahorro Presupuestal / DÃ©ficit Fiscal (Resultado 8)
â¢   La Entidad proyectÓ un presupuesto equilibrado de ingresos y egresos por $84,545,119. Sin embargo, los ingresos recaudados/devengados ($75,206,022) fueron inferiores a los egresos devengados ($75,844,130), generando un desahorro/dÃ©ficit presupuestal de $638,108. 
2. Omitir Retenciones de ISR en Pagos de Compensaciones (Resultado 17 - Recurrente)
â¢   Se registraron gastos por $8,136,932 en la cuenta contable 5113-1-13401 (Compensaciones al personal). En una muestra auditada de $2,022,725, se constatÓ que la Entidad no efectuÓ las retenciones del Impuesto Sobre la Renta (ISR).
3. OmisiÓn en el CÃ¡lculo del Impuesto Anual de ISR a Trabajadores (Resultado 18 - Recurrente)
â¢   La Entidad omitiÓ realizar el cÃ¡lculo anual del ISR de cada trabajador subordinado al que estaba obligada a efectuar la determinaciÓn, entero o compensaciÓn. Existe el antecedente de una CÃ©dula de Recomendaciones firmada el 22 de enero de 2024 (derivada del ejercicio 2021) donde se comprometiÓ a resolverlo en 2024, incumpliendo el acuerdo instituido.
4. OmisiÓn del Pago del 4.25% de Impuesto Estatal Sobre Remuneraciones al Trabajo Personal (Resultado 20 - Recurrente)
â¢   Durante el ejercicio fiscal 2024, el Organismo pagÓ una nÓmina/remuneraciones acumuladas por $38,693,752, sobre las cuales no pagÓ el 4.25% del Impuesto Sobre NÓminas estatal. 
","EL DESARROLLO INTEGRAL DE LA FAMILIA DE MEXICALI, BAJA CALIFORNIA PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASÃ COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES, CORRESPONDIENTES A LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES, EXCEPTO CON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,A FAVOR CON 83 PUNTOS
2024,,,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE PLAYAS DE ROSARITO,"**SE GENERARON 19 RECOMENDACIONES (5, 11, 13, 17, 28, 30, 31, 34, 35, 37 Y 38) 3 RECURRENTES (17, 28 Y 38)
**SE GENERARON 8 RECOMENDACIONES AL DESEMPEÑO (1, 2, 3 ,4, 5, 6, 7 Y 8) NO RECURRENTES
** SE GENERO 1 PRAS (12) NO RECURRENTE
** SE GENERARON 2 PEFCF (7 Y 9) NO RECURRENTES
1.- Deficiencia de ComprobaciÓn y Retenciones Fiscales de ISR (Sueldos y Finiquitos)
â¢	OmisiÓn de determinar y enterar retenciones del ISR al no incluir la gratificaciÓn de fin de aÃ±o en la base gravable de erogaciones por $16,454,563 (Resultado 7). Adicionalmente, en una muestra de finiquitos por $1,018,475, no se exentÓ la prima de antigÃ¼edad de conformidad con la norma fiscal (Resultado 9).
2.- Falta de DocumentaciÓn Soporte en Ayudas Sociales por Siniestros
â¢	Falta de documentaciÓn comprobatoria que ampare la erogaciÓn de $67,900 dentro de una muestra examinada de $126,100 por concepto de ""Ayudas Sociales por Desastres Naturales y Otros Siniestros.
3.- ErogaciÓn de Servicios Subrogados sin FormalizaciÓn de Contratos
â¢	OmisiÓn en la formalizaciÓn de contratos de prestaciÓn de servicios para validar la ejecuciÓn de la cuenta ""Subrogaciones"", sobre un importe auditado de $320,473.
4.- Inconsistencias y SimulaciÓn Operativa en el PadrÓn de Despensas (Audit. DesempeÃ±o)
â¢	Se programaron 22,560 despensas, pero el padrÓn presentado Únicamente registrÓ 1,880 beneficiarios (menos del 10% de la meta). AdemÃ¡s, en un muestreo al padrÓn, el 5.8% no pudo ser localizado por datos falsos/incorrectos y personas no sujetas al programa fueron anexadas sin solicitarlo (Resultado 8).
","EL SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE PLAYAS DE ROSARITO PRESENTA UNA SEGURIDAD RAZONABLE LIMITADA, ENTORPECIDA POR INCONSISTENCIAS EN MATERIA DE RETENCIONES FISCALES, FALTA DE RIGOR EN LA COMPROBACIÓN DEL GASTO SOCIAL, AUSENCIA DE CONCILIACIONES BANCARIAS EN RUBROS DEL ACTIVO Y SEVEROS DESFASES OPERATIVOS EN LA INTEGRACIÓN DEL PADRÓN DE BENEFICIARIOS ALIMENTARIOS.",,EN CONTRA CON 74 PUNTOS
2024,,,COMISIÓN ESTATAL DE DERECHOS HUMANOS DE BC,"SE GENERPO UN PEFCF, (8), SI RECURRENTE","LA COMISIÓN ESTATAL DE LOS DERECHOS HUMANOS DE BAJA CALIFORNIA PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASI COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES, CORRESPONDIENTES A LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVA APLICABLES, EXCEPTO CON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,A FAVOR CON 95 PUNTOS
2024,,,CENTRO SOCIAL CIVICO Y CULTURAL RIVIERA DE ENSENADA,"SE GENERARON 2 RECOMENDACIONES (5 Y 15-2), 1 RECURRENTES (5), 3 PEFCF (12 A, 14 Y 37) 2 RECURRENTES (14 Y 37)","EL CENTRO SOCIAL, CÃVICO Y CULTURAL RIVIERA DE ENSENADA, PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASI COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES, CORRESPONDIENTES A LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAD APLICABLES, EXCEPTO CON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.ON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,A FAVOR CON 73 PUNTOS
2024,,,COMITÉ DE PLANEACIÓN PARA EL DESARROLLO DEL ESTADO,NO SE GENERARON OBSERVACIONES,"EL COMITÉ DE PLANEACIÓN PARA EL DESARROLLO DEL ESTADO DE BAJA CALIFORNIA PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASÃ COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES CORRESPONDIENTES A LA CUENTA PÃBLICA DEL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES.",,A FAVOR CON 100 PUNTOS
2024,,,FIDEICOMISO PÃBLICO PARA LA PROMOCIÓN TURÃSTICA DEL ESTADO DE BAJA CALIFORNIA,"SE GENERARON 4 OBSERVACIONES (5, 12, 20 Y 24), 3 RECURRENTES (12, 20 Y 24) Y 1 PRAS (10)","EL FIDEICOMISO PÃBLICO PARA LA PROMOCIÓN TURÃSTICA DEL ESTADO DE BAJA CALIFORNIA PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASÃ COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES, CORRESPONDIENTES A LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES, EXCEPTO CON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,A FAVOR CON 75 PUNTOS
2024,,,COMITÉ DE PLANEACIÓN DEL MUNICIPIO DE PLAYAS DE ROSARITO				,SE GENERARON 2 RECOMENDACIONES (12 Y 16) NO RECURRENTES Y 1 PRAS (11) NO RECURRENTE,"EL COMITÉ DE PLANEACIÓN PARA EL DESARROLLO DEL MUNICIPIO DE PLAYAS DE ROSARITO, BAJA CALIFORNIA PRESENTA UNA SEGURIDAD RAZONABLE EN LOS ESTADOS Y LA INFORMACIÓN FINANCIERA, ASÃ COMO EN LOS PLANES Y PROGRAMAS INSTITUCIONALES, CORRESPONDIENTES A LA CUENTA PÃBLICA POR EL EJERCICIO FISCAL DEL 1 DE ENERO DE 2024 AL 31 DE DICIEMBRE DE 2024, CUMPLIENDO EN LO GENERAL CON LAS DISPOSICIONES LEGALES Y NORMATIVAS APLICABLES, EXCEPTO CON LO SEÃALADO EN EL APARTADO 11.1 ""RESULTADOS DE LA AUDITORÃA"" DEL PRESENTE INFORME.",,A FAVOR CON 90 PUNTOS
